sentence,label
I was painting and lost track of time at night,0
I applied the bandage to my skin in the morning,1
I felt like meditation would be a nice way to spend the before bed,0
I used the e-reader for watching a movie for an hour,0
I followed my mobility practice plan in the morning,1
I followed my physio session plan after dinner,1
my family member helped me with my symptom tracking in the morning,1
I misplaced the magazine while I was cleaning the kitchen in the afternoon,0
I scheduled an appointment with the doula after breakfast,1
I followed my mental health check-in plan in the evening,1
I organized my insulin into the weekly pill box at night,1
I measured my blood pressure in the pharmacy during the day,1
I misplaced the kitchen appliances while I was taking out the trash after breakfast,0
I dusted the bookshelves after breakfast,0
I went to the park for some meditation for an hour,0
I went for a drive around the neighborhood during the day,0
I really enjoyed yoga in the afternoon,0
I took a shower with help from my spouse during the day,1
I spent for an hour watering the plants today,0
I misplaced the newspaper while I was watering the plants in the evening,0
I went for a drive around the neighborhood in the evening,0
I set a reminder to take my vitamins during the day,1
I took a shower with help from my spouse in the evening,1
I felt some nausea so I rested during the day,1
I followed my physio session plan in the afternoon,1
I spent for a short time on my radio after breakfast,0
I spent for a while on my laptop before bed,0
I measured my blood pressure in the nursing home after dinner,1
I wore my assistive communication device as the doctor advised after breakfast,1
I checked the expiry date on my inhaler in the morning,1
I used my oxygen tank to get to the kitchen before bed,1
I called the therapist to confirm my visit during the day,1
I invited Judy over for some hiking before bed,0
I scheduled an appointment with the herbalist in the afternoon,1
I wore my wheelchair as the doctor advised after dinner,1
I practiced dancing for a short time in the morning,0
I checked my calendar for the next cardiologist visit after dinner,1
I checked my calendar for the next dermatologist visit in the morning,1
I wore my smart home health device as the doctor advised in the morning,1
I spent for an hour on my laptop in the morning,0
I checked the expiry date on my vitamins after dinner,1
I focused on mopping the floor before bed,0
I called the hospice worker to confirm my visit in the morning,1
I used the gaming console for painting for two hours,0
I went to the park for some volunteering for a while,0
I practiced my exercise with the hospice worker in the morning,1
I was using the smartwatch to look up more about playing music before bed,0
I updated my spouse about my shortness of breath in the morning,1
I practiced my diet plan with the psychiatrist in the evening,1
I talked to David about photography for an hour,0
I felt some chest pain so I rested after breakfast,1
I organized my closet at night,0
I played a board game at night,0
I painted a picture for fun after dinner,0
I scheduled an appointment with the dietitian before bed,1
I misplaced the laptop while I was vacuuming the living room during the day,0
I put the radio back where it belongs after breakfast,0
I measured my blood pressure in the palliative care unit in the afternoon,1
I organized my oxygen tank into the weekly pill box in the evening,1
I practiced my sleep routine with the aesthetician during the day,1
I took a shower with help from my son in the evening,1
I practiced my cognitive exercises with the home health aide after dinner,1
my assistant helped me with my health monitoring after breakfast,1
I really enjoyed cooking before bed,0
I measured my blood pressure in the specialist's office before bed,1
I put the newspaper back where it belongs after breakfast,0
I focused on vacuuming the living room in the evening,0
I felt some swelling so I rested during the day,1
I checked my calendar for the next geriatrician visit during the day,1
I used my assistive communication device to get to the kitchen before bed,1
I took a shower with help from my support person in the afternoon,1
I used my assistive communication device to get to the kitchen at night,1
I measured my blood pressure in the specialist's office in the evening,1
I took a shower with help from my friend after breakfast,1
I really enjoyed bird watching in the afternoon,0
I took a shower with help from my companion after dinner,1
I used my oxygen tank to get to the kitchen during the day,1
